time_period,UK
9/3/1975,2.112
9/4/1975,2.1085
9/5/1975,2.109
9/8/1975,2.111
9/9/1975,2.1095
9/10/1975,2.1105
9/11/1975,2.11
9/12/1975,2.1065
9/15/1975,2.1055
9/16/1975,2.0905
9/17/1975,2.081
9/18/1975,2.0785
9/19/1975,2.08
9/22/1975,2.071
9/23/1975,2.044
9/24/1975,2.0445
9/25/1975,2.047
9/26/1975,2.0445
9/29/1975,2.0365
9/30/1975,2.043
10/1/1975,2.04
10/2/1975,2.0385
10/3/1975,2.0375
10/6/1975,2.043
10/7/1975,2.0415
10/8/1975,2.043
10/9/1975,2.0475
10/10/1975,2.058
10/13/1975,
10/14/1975,2.0475
10/15/1975,2.0555
10/16/1975,2.0555
10/17/1975,2.0575
10/20/1975,2.061
10/21/1975,2.061
10/22/1975,2.0745
10/23/1975,2.0665
10/24/1975,2.0695
10/27/1975,2.069
10/28/1975,2.066
10/29/1975,2.068
10/30/1975,2.072
10/31/1975,2.078
11/3/1975,2.0745
11/4/1975,
11/5/1975,2.0645
11/6/1975,2.0685
11/7/1975,2.0655
11/10/1975,2.066
11/11/1975,
11/12/1975,2.0635
11/13/1975,2.053
11/14/1975,2.0455
11/17/1975,2.032
11/18/1975,2.0355
11/19/1975,2.0405
11/20/1975,2.046
11/21/1975,2.0415
11/24/1975,2.0375
11/25/1975,2.0373
11/26/1975,2.032
11/27/1975,
11/28/1975,2.02
12/1/1975,2.021
12/2/1975,2.02
12/3/1975,2.024
12/4/1975,2.029
12/5/1975,2.0235
12/8/1975,2.023
12/9/1975,2.0225
12/10/1975,2.023
12/11/1975,2.022
12/12/1975,2.0185
12/15/1975,2.017
12/16/1975,2.0185
12/17/1975,2.0218
12/18/1975,2.0218
12/19/1975,2.0214
12/22/1975,2.0213
12/23/1975,2.0215
12/24/1975,2.023
12/25/1975,
12/26/1975,2.023
12/29/1975,2.0225
12/30/1975,2.0235
12/31/1975,2.0235
1/1/1976,
1/2/1976,2.0245
1/5/1976,2.0325
1/6/1976,2.0325
1/7/1976,2.0345
1/8/1976,2.034
1/9/1976,2.0305
1/12/1976,2.031
1/13/1976,2.025
1/14/1976,2.027
1/15/1976,2.0275
1/16/1976,2.0295
1/19/1976,2.0325
1/20/1976,2.0305
1/21/1976,2.0235
1/22/1976,2.023
1/23/1976,2.023
1/26/1976,2.0252
1/27/1976,2.026
1/28/1976,2.0287
1/29/1976,2.03
1/30/1976,2.0295
2/2/1976,2.0285
2/3/1976,2.0276
2/4/1976,2.0311
2/5/1976,2.028
2/6/1976,2.0265
2/9/1976,2.028
2/10/1976,2.0265
2/11/1976,2.0296
2/12/1976,
2/13/1976,2.0245
2/16/1976,
2/17/1976,2.0224
2/18/1976,2.024
2/19/1976,2.0235
2/20/1976,2.0242
2/23/1976,2.025
2/24/1976,2.025
2/25/1976,2.0262
2/26/1976,2.026
2/27/1976,2.0252
3/1/1976,2.0239
3/2/1976,2.0238
3/3/1976,2.0245
3/4/1976,2.0135
3/5/1976,1.979
3/8/1976,1.9415
3/9/1976,1.941
3/10/1976,1.9125
3/11/1976,1.933
3/12/1976,1.925
3/15/1976,1.922
3/16/1976,1.9127
3/17/1976,1.921
3/18/1976,1.9238
3/19/1976,1.921
3/22/1976,1.9217
3/23/1976,1.925
3/24/1976,1.9266
3/25/1976,1.9234
3/26/1976,1.92
3/29/1976,1.917
3/30/1976,1.9155
3/31/1976,1.9159
4/1/1976,1.884
4/2/1976,1.871
4/5/1976,1.8645
4/6/1976,1.86
4/7/1976,1.8662
4/8/1976,1.834
4/9/1976,1.8365
4/12/1976,1.845
4/13/1976,1.853
4/14/1976,1.8565
4/15/1976,1.852
4/16/1976,1.854
4/19/1976,1.854
4/20/1976,1.847
4/21/1976,1.84
4/22/1976,1.829
4/23/1976,1.819
4/26/1976,1.8185
4/27/1976,1.8225
4/28/1976,1.8315
4/29/1976,1.841
4/30/1976,1.84
5/3/1976,1.828
5/4/1976,1.8255
5/5/1976,1.8246
5/6/1976,1.822
5/7/1976,1.823
5/10/1976,1.831
5/11/1976,1.8335
5/12/1976,1.8385
5/13/1976,1.8275
5/14/1976,1.8165
5/17/1976,1.804
5/18/1976,1.8105
5/19/1976,1.808
5/20/1976,1.8055
5/21/1976,1.78
5/24/1976,1.794
5/25/1976,1.7858
5/26/1976,1.771
5/27/1976,1.7705
5/28/1976,1.7595
5/31/1976,
6/1/1976,1.754
6/2/1976,1.7205
6/3/1976,1.7089
6/4/1976,1.7165
6/7/1976,1.756
6/8/1976,1.7696
6/9/1976,1.769
6/10/1976,1.7705
6/11/1976,1.7703
6/14/1976,1.77
6/15/1976,1.7765
6/16/1976,1.7755
6/17/1976,1.7755
6/18/1976,1.774
6/21/1976,1.7739
6/22/1976,1.772
6/23/1976,1.7725
6/24/1976,1.7715
6/25/1976,1.7721
6/28/1976,1.7742
6/29/1976,1.7795
6/30/1976,1.785
7/1/1976,1.79
7/2/1976,1.7911
7/5/1976,
7/6/1976,1.8023
7/7/1976,1.8025
7/8/1976,1.782
7/9/1976,1.7795
7/12/1976,1.7891
7/13/1976,1.787
7/14/1976,1.7805
7/15/1976,1.78
7/16/1976,1.776
7/19/1976,1.774
7/20/1976,1.7815
7/21/1976,1.7834
7/22/1976,1.783
7/23/1976,1.7818
7/26/1976,1.7786
7/27/1976,1.7815
7/28/1976,1.7915
7/29/1976,1.785
7/30/1976,1.785
8/2/1976,1.788
8/3/1976,1.788
8/4/1976,1.7943
8/5/1976,1.7885
8/6/1976,1.7888
8/9/1976,1.7925
8/10/1976,1.7895
8/11/1976,1.7898
8/12/1976,1.7852
8/13/1976,1.7815
8/16/1976,1.7814
8/17/1976,1.7864
8/18/1976,1.783
8/19/1976,1.7815
8/20/1976,1.7808
8/23/1976,1.7824
8/24/1976,1.7755
8/25/1976,1.7704
8/26/1976,1.7723
8/27/1976,1.77
8/30/1976,1.775
8/31/1976,1.7775
9/1/1976,1.775
9/2/1976,1.773
9/3/1976,1.7725
9/6/1976,
9/7/1976,1.7712
9/8/1976,1.7715
9/9/1976,1.748
9/10/1976,1.753
9/13/1976,1.748
9/14/1976,1.7395
9/15/1976,1.7341
9/16/1976,1.7392
9/17/1976,1.734
9/20/1976,1.7222
9/21/1976,1.716
9/22/1976,1.716
9/23/1976,1.7107
9/24/1976,1.7054
9/27/1976,1.6795
9/28/1976,1.636
9/29/1976,1.6665
9/30/1976,1.66
10/1/1976,1.666
10/4/1976,1.6705
10/5/1976,1.6635
10/6/1976,1.6515
10/7/1976,1.6645
10/8/1976,1.662
10/11/1976,
10/12/1976,1.6535
10/13/1976,1.6541
10/14/1976,1.639
10/15/1976,1.65
10/18/1976,1.6547
10/19/1976,1.6477
10/20/1976,1.6463
10/21/1976,1.6465
10/22/1976,1.6482
10/25/1976,1.595
10/26/1976,1.604
10/27/1976,1.583
10/28/1976,1.5665
10/29/1976,1.588
11/1/1976,1.5875
11/2/1976,
11/3/1976,1.6075
11/4/1976,1.625
11/5/1976,1.625
11/8/1976,1.6155
11/9/1976,1.6282
11/10/1976,1.6333
11/11/1976,
11/12/1976,1.628
11/15/1976,1.64
11/16/1976,1.6427
11/17/1976,1.6645
11/18/1976,1.665
11/19/1976,1.679
11/22/1976,1.646
11/23/1976,1.6435
11/24/1976,1.6475
11/25/1976,
11/26/1976,1.646
11/29/1976,1.6484
11/30/1976,1.651
12/1/1976,1.6623
12/2/1976,1.6635
12/3/1976,1.6627
12/6/1976,1.6567
12/7/1976,1.671
12/8/1976,1.6705
12/9/1976,1.67
12/10/1976,1.6695
12/13/1976,1.6835
12/14/1976,1.675
12/15/1976,1.6675
12/16/1976,1.663
12/17/1976,1.671
12/20/1976,1.681
12/21/1976,1.679
12/22/1976,1.6852
12/23/1976,1.6845
12/24/1976,1.6895
12/27/1976,1.694
12/28/1976,1.697
12/29/1976,1.706
12/30/1976,1.6995
12/31/1976,1.701
1/3/1977,1.704
1/4/1977,1.7085
1/5/1977,1.7107
1/6/1977,1.7055
1/7/1977,1.706
1/10/1977,1.7087
1/11/1977,1.7077
1/12/1977,1.7065
1/13/1977,1.711
1/14/1977,1.7108
1/17/1977,1.7138
1/18/1977,1.7155
1/19/1977,1.7185
1/20/1977,1.7165
1/21/1977,1.7162
1/24/1977,1.7188
1/25/1977,1.7195
1/26/1977,1.7184
1/27/1977,1.7162
1/28/1977,1.713
1/31/1977,1.715
2/1/1977,1.7153
2/2/1977,1.716
2/3/1977,1.7133
2/4/1977,1.7147
2/7/1977,1.7145
2/8/1977,1.7157
2/9/1977,1.7177
2/10/1977,1.7158
2/11/1977,1.7123
2/14/1977,1.6969
2/15/1977,1.7035
2/16/1977,1.7066
2/17/1977,1.7054
2/18/1977,1.7043
2/21/1977,
2/22/1977,1.7072
2/23/1977,1.7077
2/24/1977,1.7079
2/25/1977,1.7085
2/28/1977,1.713
3/1/1977,1.7132
3/2/1977,1.7144
3/3/1977,1.7136
3/4/1977,1.7145
3/7/1977,1.7171
3/8/1977,1.7175
3/9/1977,1.7181
3/10/1977,1.7158
3/11/1977,1.718
3/14/1977,1.7192
3/15/1977,1.719
3/16/1977,1.7193
3/17/1977,1.7189
3/18/1977,1.7168
3/21/1977,1.7173
3/22/1977,1.7164
3/23/1977,1.718
3/24/1977,1.7178
3/25/1977,1.7175
3/28/1977,1.7183
3/29/1977,1.7191
3/30/1977,1.7206
3/31/1977,1.72
4/1/1977,1.7194
4/4/1977,1.7198
4/5/1977,1.7197
4/6/1977,1.7188
4/7/1977,1.7187
4/8/1977,1.7183
4/11/1977,1.7185
4/12/1977,1.7191
4/13/1977,1.7196
4/14/1977,1.7182
4/15/1977,1.718
4/18/1977,1.7194
4/19/1977,1.7191
4/20/1977,1.7196
4/21/1977,1.7192
4/22/1977,1.7182
4/25/1977,1.7188
4/26/1977,1.7191
4/27/1977,1.7198
4/28/1977,1.7192
4/29/1977,1.7192
5/2/1977,1.7195
5/3/1977,1.7194
5/4/1977,1.7196
5/5/1977,1.7186
5/6/1977,1.7181
5/9/1977,1.7189
5/10/1977,1.719
5/11/1977,1.7196
5/12/1977,1.7189
5/13/1977,1.7187
5/16/1977,1.7188
5/17/1977,1.7187
5/18/1977,1.7185
5/19/1977,1.7178
5/20/1977,1.7174
5/23/1977,1.7172
5/24/1977,1.7165
5/25/1977,1.7193
5/26/1977,1.7171
5/27/1977,1.7168
5/30/1977,
5/31/1977,1.7191
6/1/1977,1.719
6/2/1977,1.7169
6/3/1977,1.7177
6/6/1977,1.7182
6/7/1977,1.7185
6/8/1977,1.7184
6/9/1977,1.7182
6/10/1977,1.7186
6/13/1977,1.7193
6/14/1977,1.7192
6/15/1977,1.7196
6/16/1977,1.7192
6/17/1977,1.7194
6/20/1977,1.7196
6/21/1977,1.7194
6/22/1977,1.7196
6/23/1977,1.7197
6/24/1977,1.7196
6/27/1977,1.7201
6/28/1977,1.7203
6/29/1977,1.7209
6/30/1977,1.7197
7/1/1977,1.7197
7/4/1977,
7/5/1977,1.7202
7/6/1977,1.7206
7/7/1977,1.7197
7/8/1977,1.7195
7/11/1977,1.72
7/12/1977,1.7199
7/13/1977,1.7205
7/14/1977,
7/15/1977,1.7195
7/18/1977,1.7199
7/19/1977,1.72
7/20/1977,1.7203
7/21/1977,1.7194
7/22/1977,1.7196
7/25/1977,1.7198
7/26/1977,1.7201
7/27/1977,1.737
7/28/1977,1.7372
7/29/1977,1.7365
8/1/1977,1.7375
8/2/1977,1.7377
8/3/1977,1.7385
8/4/1977,1.7394
8/5/1977,1.7387
8/8/1977,1.7373
8/9/1977,1.7381
8/10/1977,1.739
8/11/1977,1.738
8/12/1977,1.7378
8/15/1977,1.7391
8/16/1977,1.7403
8/17/1977,1.7407
8/18/1977,1.7395
8/19/1977,1.7403
8/22/1977,1.7397
8/23/1977,1.7401
8/24/1977,1.7407
8/25/1977,1.7412
8/26/1977,1.7419
8/29/1977,1.7416
8/30/1977,1.7422
8/31/1977,1.7428
9/1/1977,1.7422
9/2/1977,1.7416
9/5/1977,
9/6/1977,1.7411
9/7/1977,1.743
9/8/1977,1.7429
9/9/1977,1.7424
9/12/1977,1.7432
9/13/1977,1.7434
9/14/1977,1.744
9/15/1977,1.7437
9/16/1977,1.7427
9/19/1977,1.7419
9/20/1977,1.7414
9/21/1977,1.7427
9/22/1977,1.743
9/23/1977,1.7428
9/26/1977,1.7438
9/27/1977,1.7433
9/28/1977,1.7443
9/29/1977,1.7449
9/30/1977,1.7476
10/3/1977,1.7559
10/4/1977,1.7555
10/5/1977,1.7572
10/6/1977,1.7596
10/7/1977,1.7587
10/10/1977,
10/11/1977,1.7591
10/12/1977,1.7619
10/13/1977,1.7641
10/14/1977,1.7677
10/17/1977,1.7722
10/18/1977,1.7741
10/19/1977,1.7732
10/20/1977,1.7705
10/21/1977,1.7694
10/24/1977,1.7743
10/25/1977,1.7766
10/26/1977,1.778
10/27/1977,1.7767
10/28/1977,1.7774
10/31/1977,1.8395
11/1/1977,1.844
11/2/1977,1.8335
11/3/1977,1.809
11/4/1977,1.805
11/7/1977,1.8033
11/8/1977,
11/9/1977,1.809
11/10/1977,1.8195
11/11/1977,
11/14/1977,1.8158
11/15/1977,1.8159
11/16/1977,1.818
11/17/1977,1.8187
11/18/1977,1.8245
11/21/1977,1.817
11/22/1977,1.817
11/23/1977,1.8195
11/24/1977,
11/25/1977,1.8185
11/28/1977,1.8186
11/29/1977,1.8141
11/30/1977,1.817
12/1/1977,1.8168
12/2/1977,1.8205
12/5/1977,1.8305
12/6/1977,1.8215
12/7/1977,1.8257
12/8/1977,1.8273
12/9/1977,1.8303
12/12/1977,1.8309
12/13/1977,1.8403
12/14/1977,1.847
12/15/1977,1.8465
12/16/1977,1.854
12/19/1977,1.873
12/20/1977,1.8785
12/21/1977,1.8848
12/22/1977,1.854
12/23/1977,1.8655
12/26/1977,
12/27/1977,1.878
12/28/1977,1.894
12/29/1977,1.91
12/30/1977,1.917
1/2/1978,
1/3/1978,1.961
1/4/1978,1.96
1/5/1978,1.8865
1/6/1978,1.93
1/9/1978,1.9165
1/10/1978,1.918
1/11/1978,1.9405
1/12/1978,1.925
1/13/1978,1.93
1/16/1978,1.928
1/17/1978,1.923
1/18/1978,1.924
1/19/1978,1.9323
1/20/1978,1.9315
1/23/1978,1.9417
1/24/1978,1.9464
1/25/1978,1.9528
1/26/1978,1.9519
1/27/1978,1.9465
1/30/1978,1.9475
1/31/1978,1.9475
2/1/1978,1.9481
2/2/1978,1.9492
2/3/1978,1.941
2/6/1978,1.9382
2/7/1978,1.9325
2/8/1978,1.9335
2/9/1978,1.9351
2/10/1978,1.9355
2/13/1978,
2/14/1978,1.9358
2/15/1978,1.935
2/16/1978,1.9415
2/17/1978,1.9447
2/20/1978,
2/21/1978,1.9448
2/22/1978,1.9475
2/23/1978,1.953
2/24/1978,1.925
2/27/1978,1.932
2/28/1978,1.941
3/1/1978,1.939
3/2/1978,1.941
3/3/1978,1.939
3/6/1978,1.937
3/7/1978,1.937
3/8/1978,1.9343
3/9/1978,1.926
3/10/1978,1.9015
3/13/1978,1.909
3/14/1978,1.915
3/15/1978,1.906
3/16/1978,1.914
3/17/1978,1.9075
3/20/1978,1.9038
3/21/1978,1.899
3/22/1978,1.898
3/23/1978,1.8745
3/24/1978,1.875
3/27/1978,1.881
3/28/1978,1.8835
3/29/1978,1.8787
3/30/1978,1.864
3/31/1978,1.862
4/3/1978,1.8645
4/4/1978,1.8676
4/5/1978,1.873
4/6/1978,1.8735
4/7/1978,1.8746
4/10/1978,1.8753
4/11/1978,1.88
4/12/1978,1.875
4/13/1978,1.863
4/14/1978,1.856
4/17/1978,1.846
4/18/1978,1.844
4/19/1978,1.8408
4/20/1978,1.824
4/21/1978,1.8275
4/24/1978,1.8215
4/25/1978,1.8147
4/26/1978,1.8166
4/27/1978,1.833
4/28/1978,1.823
5/1/1978,1.8255
5/2/1978,1.8263
5/3/1978,1.825
5/4/1978,1.828
5/5/1978,1.8272
5/8/1978,1.818
5/9/1978,1.811
5/10/1978,1.8242
5/11/1978,1.818
5/12/1978,1.819
5/15/1978,1.8207
5/16/1978,1.809
5/17/1978,1.812
5/18/1978,1.8173
5/19/1978,1.807
5/22/1978,1.8132
5/23/1978,1.8093
5/24/1978,1.8122
5/25/1978,1.8125
5/26/1978,1.8124
5/29/1978,1.817
5/30/1978,
5/31/1978,1.8335
6/1/1978,1.8257
6/2/1978,1.823
6/5/1978,1.82
6/6/1978,1.8245
6/7/1978,1.8229
6/8/1978,1.8247
6/9/1978,1.8264
6/12/1978,1.838
6/13/1978,1.8338
6/14/1978,1.833
6/15/1978,1.83
6/16/1978,1.831
6/19/1978,1.8344
6/20/1978,1.84
6/21/1978,1.8497
6/22/1978,1.838
6/23/1978,1.8485
6/26/1978,1.8484
6/27/1978,1.847
6/28/1978,1.8544
6/29/1978,1.865
6/30/1978,1.861
7/3/1978,1.8674
7/4/1978,
7/5/1978,1.8693
7/6/1978,1.8675
7/7/1978,1.8735
7/10/1978,1.8895
7/11/1978,1.884
7/12/1978,1.885
7/13/1978,1.885
7/14/1978,1.882
7/17/1978,1.8795
7/18/1978,1.8835
7/19/1978,1.895
7/20/1978,1.9035
7/21/1978,1.911
7/24/1978,1.924
7/25/1978,1.9255
7/26/1978,1.9105
7/27/1978,1.9072
7/28/1978,1.924
7/31/1978,1.931
8/1/1978,1.927
8/2/1978,1.928
8/3/1978,1.9295
8/4/1978,1.925
8/7/1978,1.9292
8/8/1978,1.934
8/9/1978,1.9485
8/10/1978,1.9525
8/11/1978,1.964
8/14/1978,1.9805
8/15/1978,1.972
8/16/1978,1.976
8/17/1978,1.939
8/18/1978,1.94
8/21/1978,1.9278
8/22/1978,1.93
8/23/1978,1.926
8/24/1978,1.9298
8/25/1978,1.9255
8/28/1978,1.922
8/29/1978,1.9435
8/30/1978,1.941
8/31/1978,1.943
9/1/1978,1.95
9/4/1978,
9/5/1978,1.943
9/6/1978,1.9423
9/7/1978,1.9375
9/8/1978,1.9362
9/11/1978,1.9425
9/12/1978,1.9452
9/13/1978,1.96
9/14/1978,1.959
9/15/1978,1.9615
9/18/1978,1.9587
9/19/1978,1.961
9/20/1978,1.9785
9/21/1978,1.98
9/22/1978,1.972
9/25/1978,1.975
9/26/1978,1.97
9/27/1978,1.9707
9/28/1978,1.9725
9/29/1978,1.975
10/2/1978,1.9715
10/3/1978,1.9735
10/4/1978,1.982
10/5/1978,1.9817
10/6/1978,1.981
10/9/1978,
10/10/1978,1.9835
10/11/1978,1.9922
10/12/1978,1.985
10/13/1978,1.986
10/16/1978,1.989
10/17/1978,1.996
10/18/1978,1.9955
10/19/1978,1.9935
10/20/1978,2
10/23/1978,2.007
10/24/1978,2.0065
10/25/1978,2.029
10/26/1978,2.069
10/27/1978,2.0625
10/30/1978,2.098
10/31/1978,2.076
11/1/1978,2.01
11/2/1978,1.995
11/3/1978,1.9825
11/6/1978,1.9765
11/7/1978,
11/8/1978,1.975
11/9/1978,1.972
11/10/1978,1.967
11/13/1978,1.967
11/14/1978,1.9712
11/15/1978,1.9674
11/16/1978,1.951
11/17/1978,1.928
11/20/1978,1.9355
11/21/1978,1.9435
11/22/1978,1.9475
11/23/1978,
11/24/1978,1.9395
11/27/1978,1.9435
11/28/1978,1.9478
11/29/1978,1.9512
11/30/1978,1.944
12/1/1978,1.9377
12/4/1978,1.947
12/5/1978,1.9512
12/6/1978,1.951
12/7/1978,1.9515
12/8/1978,1.9605
12/11/1978,1.977
12/12/1978,1.9728
12/13/1978,1.9765
12/14/1978,1.9755
12/15/1978,1.979
12/18/1978,2.004
12/19/1978,2.01
12/20/1978,2.01
12/21/1978,1.997
12/22/1978,2.004
12/25/1978,
12/26/1978,2.01
12/27/1978,2.037
12/28/1978,2.029
12/29/1978,2.0415
1/1/1979,
1/2/1979,2.03
1/3/1979,2.026
1/4/1979,2.016
1/5/1979,2.0195
1/8/1979,2.025
1/9/1979,2.0185
1/10/1979,2.007
1/11/1979,2.0005
1/12/1979,1.9955
1/15/1979,1.9923
1/16/1979,2.0015
1/17/1979,2.006
1/18/1979,2.0095
1/19/1979,2.0035
1/22/1979,1.9987
1/23/1979,1.9987
1/24/1979,2
1/25/1979,1.993
1/26/1979,1.995
1/29/1979,1.9952
1/30/1979,1.996
1/31/1979,1.9896
2/1/1979,1.9805
2/2/1979,1.979
2/5/1979,1.9892
2/6/1979,1.9952
2/7/1979,2.013
2/8/1979,2.0045
2/9/1979,2.0025
2/12/1979,
2/13/1979,2.0035
2/14/1979,2.005
2/15/1979,2.0035
2/16/1979,2.002
2/19/1979,
2/20/1979,2.004
2/21/1979,2.0072
2/22/1979,2.0095
2/23/1979,2.012
2/26/1979,2.0205
2/27/1979,2.0218
2/28/1979,2.0234
3/1/1979,2.0231
3/2/1979,2.022
3/5/1979,2.0223
3/6/1979,2.0246
3/7/1979,2.0347
3/8/1979,2.042
3/9/1979,2.0378
3/12/1979,2.041
3/13/1979,2.04
3/14/1979,2.0365
3/15/1979,2.0357
3/16/1979,2.03
3/19/1979,2.0247
3/20/1979,2.0323
3/21/1979,2.0343
3/22/1979,2.0343
3/23/1979,2.039
3/26/1979,2.0537
3/27/1979,2.051
3/28/1979,2.0516
3/29/1979,2.058
3/30/1979,2.0625
4/2/1979,2.0673
4/3/1979,2.067
4/4/1979,2.0671
4/5/1979,2.077
4/6/1979,2.0882
4/9/1979,2.0985
4/10/1979,2.1025
4/11/1979,2.09
4/12/1979,2.0745
4/13/1979,2.08
4/16/1979,2.0875
4/17/1979,2.0833
4/18/1979,2.0737
4/19/1979,2.0725
4/20/1979,2.0695
4/23/1979,2.0714
4/24/1979,2.0655
4/25/1979,2.0365
4/26/1979,2.0473
4/27/1979,2.0552
4/30/1979,2.068
5/1/1979,2.0595
5/2/1979,2.0677
5/3/1979,2.0765
5/4/1979,2.0775
5/7/1979,2.0826
5/8/1979,2.0663
5/9/1979,2.0665
5/10/1979,2.0485
5/11/1979,2.0415
5/14/1979,2.0435
5/15/1979,2.0635
5/16/1979,2.061
5/17/1979,2.055
5/18/1979,2.0565
5/21/1979,2.0435
5/22/1979,2.044
5/23/1979,2.0572
5/24/1979,2.0525
5/25/1979,2.0506
5/28/1979,2.0525
5/29/1979,2.0555
5/30/1979,
5/31/1979,2.07
6/1/1979,2.074
6/4/1979,2.0768
6/5/1979,2.08
6/6/1979,2.0738
6/7/1979,2.0645
6/8/1979,2.062
6/11/1979,2.069
6/12/1979,2.09
6/13/1979,2.1045
6/14/1979,2.0958
6/15/1979,2.106
6/18/1979,2.106
6/19/1979,2.12
6/20/1979,2.132
6/21/1979,2.1393
6/22/1979,2.1418
6/25/1979,2.1587
6/26/1979,2.151
6/27/1979,2.1559
6/28/1979,2.1685
6/29/1979,2.181
7/2/1979,2.1885
7/3/1979,2.2015
7/4/1979,
7/5/1979,2.229
7/6/1979,2.219
7/9/1979,2.201
7/10/1979,2.222
7/11/1979,2.2325
7/12/1979,2.2275
7/13/1979,2.229
7/16/1979,2.242
7/17/1979,2.2695
7/18/1979,2.278
7/19/1979,2.2925
7/20/1979,2.274
7/23/1979,2.3015
7/24/1979,2.3255
7/25/1979,2.3205
7/26/1979,2.329
7/27/1979,2.313
7/30/1979,2.3132
7/31/1979,2.2475
8/1/1979,2.2695
8/2/1979,2.266
8/3/1979,2.2685
8/6/1979,2.2385
8/7/1979,2.217
8/8/1979,2.215
8/9/1979,2.2345
8/10/1979,2.248
8/13/1979,2.2355
8/14/1979,2.232
8/15/1979,2.232
8/16/1979,2.221
8/17/1979,2.218
8/20/1979,2.2215
8/21/1979,2.2105
8/22/1979,2.2179
8/23/1979,2.222
8/24/1979,2.232
8/27/1979,2.243
8/28/1979,2.249
8/29/1979,2.2525
8/30/1979,2.249
8/31/1979,2.2527
9/3/1979,
9/4/1979,2.2391
9/5/1979,2.242
9/6/1979,2.247
9/7/1979,2.2495
9/10/1979,2.2447
9/11/1979,2.24
9/12/1979,2.222
9/13/1979,2.203
9/14/1979,2.168
9/17/1979,2.152
9/18/1979,2.1535
9/19/1979,2.1448
9/20/1979,2.1605
9/21/1979,2.163
9/24/1979,2.1565
9/25/1979,2.1583
9/26/1979,2.186
9/27/1979,2.202
9/28/1979,2.203
10/1/1979,2.1925
10/2/1979,2.1912
10/3/1979,2.183
10/4/1979,2.186
10/5/1979,2.178
10/8/1979,
10/9/1979,2.1545
10/10/1979,2.1685
10/11/1979,2.1635
10/12/1979,2.1565
10/15/1979,2.157
10/16/1979,2.1525
10/17/1979,2.1445
10/18/1979,2.1525
10/19/1979,2.1545
10/22/1979,2.1485
10/23/1979,2.1125
10/24/1979,2.1105
10/25/1979,2.1135
10/26/1979,2.1048
10/29/1979,2.0963
10/30/1979,2.0673
10/31/1979,2.0745
11/1/1979,2.071
11/2/1979,2.0665
11/5/1979,2.069
11/6/1979,
11/7/1979,2.1055
11/8/1979,2.085
11/9/1979,2.091
11/12/1979,
11/13/1979,2.109
11/14/1979,2.1115
11/15/1979,2.142
11/16/1979,2.1595
11/19/1979,2.1825
11/20/1979,2.1665
11/21/1979,2.1735
11/22/1979,
11/23/1979,2.161
11/26/1979,2.161
11/27/1979,2.16
11/28/1979,2.174
11/29/1979,2.182
11/30/1979,2.199
12/3/1979,2.213
12/4/1979,2.194
12/5/1979,2.178
12/6/1979,2.191
12/7/1979,2.1665
12/10/1979,2.1685
12/11/1979,2.189
12/12/1979,2.191
12/13/1979,2.204
12/14/1979,2.199
12/17/1979,2.198
12/18/1979,2.198
12/19/1979,2.2045
12/20/1979,2.1975
12/21/1979,2.2015
12/24/1979,2.2085
12/25/1979,
12/26/1979,2.214
12/27/1979,2.2455
12/28/1979,2.2335
12/31/1979,2.2185
1/1/1980,
1/2/1980,2.2427
1/3/1980,2.24
1/4/1980,2.237
1/7/1980,2.2615
1/8/1980,2.262
1/9/1980,2.266
1/10/1980,2.258
1/11/1980,2.257
1/14/1980,2.2755
1/15/1980,2.2765
1/16/1980,2.271
1/17/1980,2.277
1/18/1980,2.2855
1/21/1980,2.2835
1/22/1980,2.275
1/23/1980,2.2775
1/24/1980,2.2778
1/25/1980,2.261
1/28/1980,2.2475
1/29/1980,2.2495
1/30/1980,2.262
1/31/1980,2.2667
2/1/1980,2.274
2/4/1980,2.2865
2/5/1980,2.2905
2/6/1980,2.312
2/7/1980,2.3015
2/8/1980,2.298
2/11/1980,2.3047
2/12/1980,
2/13/1980,2.308
2/14/1980,2.3131
2/15/1980,2.295
2/18/1980,
2/19/1980,2.272
2/20/1980,2.2794
2/21/1980,2.2865
2/22/1980,2.2745
2/25/1980,2.276
2/26/1980,2.2767
2/27/1980,2.287
2/28/1980,2.2848
2/29/1980,2.273
3/3/1980,2.242
3/4/1980,2.235
3/5/1980,2.24
3/6/1980,2.2335
3/7/1980,2.227
3/10/1980,2.2168
3/11/1980,2.2265
3/12/1980,2.2335
3/13/1980,2.223
3/14/1980,2.213
3/17/1980,2.1875
3/18/1980,2.186
3/19/1980,2.1905
3/20/1980,2.194
3/21/1980,2.1835
3/24/1980,2.186
3/25/1980,2.1885
3/26/1980,2.1855
3/27/1980,2.174
3/28/1980,2.169
3/31/1980,2.16
4/1/1980,2.1515
4/2/1980,2.154
4/3/1980,2.139
4/4/1980,2.135
4/7/1980,2.14
4/8/1980,2.179
4/9/1980,2.186
4/10/1980,2.1915
4/11/1980,2.195
4/14/1980,2.2035
4/15/1980,2.1875
4/16/1980,2.217
4/17/1980,2.215
4/18/1980,2.2185
4/21/1980,2.242
4/22/1980,2.2345
4/23/1980,2.269
4/24/1980,2.2635
4/25/1980,2.2735
4/28/1980,2.283
4/29/1980,2.2695
4/30/1980,2.2585
5/1/1980,2.259
5/2/1980,2.2555
5/5/1980,2.278
5/6/1980,2.2795
5/7/1980,2.2815
